AGNO,RBD,DGV_RBD,NOM_RBD,COD_REG_RBD,NOM_REG_RBD_A,COD_PRO_RBD,COD_COM_RBD,NOM_COM_RBD,COD_DEPROV_RBD,NOM_DEPROV_RBD,COD_DEPE,COD_DEPE2,RURAL_RBD,ESTADO_ESTAB,DC_A,HH_A,DC_UTP,HH_UTP,DC_PDIR,HH_PDIR,DC_DIR,HH_DIR,DC_OES,HH_OES,DC_OF,HH_OF,DC_JUTP,HH_JUTP,DC_IG,HH_IG,DC_OR,HH_OR,DC_DIR_SOST,HH_DIR_SOST,DC_TP_SOST,HH_TP_SOST,DC_SUP_SOST,HH_SUP_SOST,DC_SUBDIR,HH_SUBDIR,DC_PROF_ENC,HH_PROF_ENC,DC_EDUC_TRAD,HH_EDUC_TRAD,DC_TOT,HH_TOT,HH_A_BINARIO
2023,1646,2,COLEGIO CRISTIANO SAN LUCAS,13,RM,131,13126,QUINTA NORMAL,134,SANTIAGO PONIENTE,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,3638,2,LICEO BICENTENARIO MARTA BRUNET CÁRAVES,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,0,1,78,2646,0,0,0,0,1,44,2,71,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2849,1.0
2023,3639,0,LICEO NARCISO TONDREAU,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,0,1,76,2535,4,162,0,0,1,44,1,30,0,0,1,44,1,44,1,30,0,0,0,0,0,0,0,0,0,0,0,0,85,2889,1.0
2023,3640,4,INSTITUTO SUPERIOR DE COMERCIO PROFESOR FERNANDO PÉREZ BECERRA,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,5,4,0,1,34,1058,1,44,0,0,1,44,0,0,0,0,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,39,1278,1.0
2023,3641,2,INSTITUTO INDUSTRIAL SUPERIOR DE CHILLÁN,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,5,4,0,1,42,1550,0,0,0,0,1,44,2,36,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1718,1.0
2023,3642,0,INSTITUTO TÉCNICO MABEL CONDEMARÍN GRIMBERG,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,5,4,0,1,22,658,0,0,1,44,1,44,2,48,0,0,0,0,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,28,882,1.0
2023,3643,9,LICEO MARTIN RUIZ DE GAMBOA,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,0,1,22,587,0,0,0,0,1,44,1,9,0,0,1,44,1,44,1,13,0,0,0,0,0,0,0,0,0,0,0,0,27,741,1.0
2023,3644,7,ESCUELA NUEVA ESPERANZA,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,0,1,6,159,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,203,0.0
2023,3645,5,LICEO VIDA NUEVA,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,0,1,12,324,0,0,0,0,1,44,0,0,0,0,1,44,1,30,1,43,0,0,0,0,0,0,0,0,0,0,0,0,16,485,1.0
2023,3646,3,ESCUELA HOGAR SARA HURTADO GARCIA,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,3647,1,ESCUELA HOGAR REPUBLICA DEL BRASIL,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,3649,8,ESCUELA ESPECIAL LAS ACACIAS,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,0,1,14,505,0,0,0,0,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,593,1.0
2023,3650,1,ESCUELA PARVULARIA FEDERICO FROEBEL,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,3652,8,ESCUELA CULTURA Y DIFUSION ARTISTICA,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,3653,6,ESCUELA BASICA DIEGO BARROS ARANA,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,3654,4,ESCUELA BASICA LOS HEROES,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,3655,2,ESCUELA ESTADOS UNIDOS DE AMERICA,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,3656,0,LICEO POLIVALENTE JUAN PACHECO ALTAMIRANO,16,NUBLE,161,16103,CHILLÁN VIEJO,81,ÑUBLE,2,1,0,1,52,1889,2,88,0,0,1,44,2,88,0,0,1,44,1,44,1,44,0,0,1,44,0,0,0,0,0,0,0,0,61,2285,1.0
2023,3657,9,LICEO LIBERTADOR BERNARDO O´HIGGINS RIQUELME,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,0,1,46,1636,0,0,1,44,1,44,1,30,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,50,1798,1.0
2023,3658,7,ESCUELA REPUBLICA DE ISRAEL,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,3659,5,ESCUELA ARTURO MERINO BENITEZ,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,0,1,29,1027,0,0,0,0,1,44,0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1115,1.0
2023,3660,9,ESCUELA GABRIELA MISTRAL,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,0,1,19,665,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,709,1.0
2023,3661,7,ESCUELA JAVIERA CARRERA VERDUGO,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,3662,5,LICEO REPÚBLICA DE ITALIA ARTURO BONOMETTI BROGI,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,0,1,65,2201,0,0,0,0,1,44,3,132,0,0,1,44,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,71,2465,1.0
2023,3663,3,ESCUELA REPUBLICA DE MEXICO,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,0,1,71,2535,0,0,1,44,1,44,3,112,0,0,1,44,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,78,2823,1.0
2023,3664,1,ESCUELA BASICA EL TEJAR,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,0,1,21,767,1,44,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,855,1.0
2023,3666,8,ESCUELA MARIA AMALIA SAAVEDRA MARTINEZ,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,0,1,18,642,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,686,1.0
2023,3667,6,ESCUELA BASICA LA CASTILLA,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,0,1,20,670,0,0,0,0,1,44,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,755,1.0
2023,3668,4,ESCUELA PALESTINA,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,0,1,27,940,0,0,0,0,1,44,2,66,0,0,0,0,2,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1138,1.0
2023,3669,2,ESCUELA BÁSICA ROSITA O´HIGGINS RIQUELME,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,0,1,24,881,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,925,1.0
2023,3670,6,ESCUELA BASICA REYES DE ESPANA,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,0,1,58,2020,0,0,0,0,1,44,2,69,0,0,0,0,1,44,1,44,0,0,1,44,0,0,0,0,0,0,0,0,64,2265,1.0
2023,3671,4,ESCUELA BASICA JUAN MADRID AZOLA,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,0,1,30,1081,0,0,0,0,1,44,2,71,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1240,1.0
2023,3672,2,ESC. BASICA ARTURO MUTIZABAL SOTOMAYOR,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,0,1,21,616,0,0,0,0,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,24,747,1.0
2023,3673,0,ESCUELA BASICA QUILAMAPU,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,0,1,23,687,0,0,0,0,1,44,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,761,1.0
2023,3674,9,ESCUELA REPUBLICA DE PORTUGAL,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,3675,7,ESCUELA BASICA JOSE MARIA CARO RODRIGUEZ,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,0,1,21,701,0,0,0,0,1,44,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,788,1.0
2023,3676,5,,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,3677,3,ESCUELA BASICA LAS CANOAS,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,0,1,26,828,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,872,1.0
2023,3678,1,ESCUELA 27 DE ABRIL,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,1,1,18,562,0,0,0,0,1,44,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,649,1.0
2023,3680,3,ESCUELA LA ESTANCIA,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,3681,1,ESCUELA BASICA CAPILLA COX,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,1,1,19,627,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,671,1.0
2023,3683,8,ESCUELA BASICA RUCAPEQUEN,16,NUBLE,161,16103,CHILLÁN VIEJO,81,ÑUBLE,2,1,1,1,20,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,21,792,1.0
2023,3684,6,ESCUELA BASICA SANTA CRUZ DE CUCA,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,3685,4,ESCUELA BASICA QUINCHAMALI,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,1,1,20,754,0,0,0,0,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,842,1.0
2023,3686,2,ESCUELA BASICA NEBUCO,16,NUBLE,161,16103,CHILLÁN VIEJO,81,ÑUBLE,2,1,1,1,13,332,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,376,1.0
2023,3687,0,ESCUELA BASICA EL PEUMO,16,NUBLE,163,16305,SAN NICOLÁS,81,ÑUBLE,2,1,1,1,8,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,9,312,1.0
2023,3688,9,ESCUELA BASICA CURICA,16,NUBLE,163,16305,SAN NICOLÁS,81,ÑUBLE,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,3689,7,ESCUELA BASICA CASERIO LINARES,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,3690,0,ESCUELA BASICA NUBLE ALTO,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,3691,9,ESCUELA PAUL HARRIS,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,1,1,8,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,9,297,1.0
2023,3692,7,ESCUELA BASICA LAS COLES,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,3693,5,LOMA BLANCA,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,3694,3,ESCUELA BASICA LLOLLINCO,16,NUBLE,161,16103,CHILLÁN VIEJO,81,ÑUBLE,2,1,1,1,3,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,4,100,0.0
2023,3695,1,ESCUELA BASICA ORO VERDE,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,3697,8,ESCUELA BASICA CONFLUENCIA,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,1,1,5,123,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,7,179,0.0
2023,3698,6,ESCUELA BASICA QUILMO,16,NUBLE,161,16103,CHILLÁN VIEJO,81,ÑUBLE,2,1,1,1,13,463,0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,15,551,1.0
2023,3699,4,ESCUELA BASICA RINCONADA DE CATO,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,3700,1,ESCUELA BASICA MALLOA,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,3702,8,MARIA BERROCAL GOMEZ,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,3703,6,ESCUELA ANTONIO MACHADO,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,1,1,23,785,1,44,0,0,1,44,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,905,1.0
2023,3704,4,ESCUELA BASICA COLLIGUAY,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,1,1,13,428,0,0,0,0,0,0,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,16,518,1.0
2023,3705,2,ESCUELA BASICA BOVEN,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,3706,0,LLUANCO,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,3707,9,ESCUELA LOS JARDINES DE LAUTARO,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,1,1,15,576,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,1,44,0,0,18,689,1.0
2023,3708,7,ESCUELA BASICA LUCUMAVIDA,16,NUBLE,163,16305,SAN NICOLÁS,81,ÑUBLE,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,3709,5,ESCUELA BASICA LOS COLIGUES,16,NUBLE,161,16103,CHILLÁN VIEJO,81,ÑUBLE,2,1,1,1,11,267,0,0,0,0,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,355,1.0
2023,3710,9,ESCUELA BASICA PUENTE EL ALA,16,NUBLE,163,16305,SAN NICOLÁS,81,ÑUBLE,2,1,1,1,9,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,10,274,1.0
2023,3711,7,COLEGIO DE LA PURISIMA CONCEPCION,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,3,2,0,1,55,2001,2,88,0,0,1,44,8,217,0,0,1,44,1,44,1,40,0,0,0,0,0,0,0,0,0,0,0,0,69,2478,1.0
2023,3712,5,MARIA AUXILIADORA,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,3713,3,COLEGIO SEMINARIO PADRE ALBERTO HURTADO,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,3,2,0,1,124,4615,7,285,3,108,1,44,12,436,1,44,1,44,0,0,2,84,0,0,1,44,0,0,0,0,0,0,0,0,152,5704,1.0
2023,3714,1,ESCUELA PARTICULAR ADVENTISTA,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,3,2,0,1,30,1008,0,0,0,0,1,44,2,35,0,0,1,44,1,44,1,44,0,0,1,40,0,0,0,0,0,0,0,0,37,1259,1.0
2023,3716,8,COLEGIO SANTA ISABEL CHILLÁN,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,3,2,0,1,22,817,2,58,0,0,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,912,1.0
2023,3717,6,ESCUELA PARTICULAR HISPANO AMERICANO,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,3,2,0,1,50,2015,3,132,0,0,1,44,0,0,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2279,1.0
2023,3718,4,INSTITUTO SANTA MARIA,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,3,2,0,1,77,2822,5,220,4,170,1,44,1,44,0,0,0,0,0,0,2,88,0,0,0,0,0,0,0,0,0,0,0,0,90,3388,1.0
2023,3719,2,COLEGIO COYAM,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,3,2,0,1,31,985,0,0,0,0,1,44,11,436,0,0,1,32,1,41,0,0,0,0,0,0,0,0,0,0,0,0,1,44,46,1582,1.0
2023,3720,6,DEUTSCHE SCHULE CHILLAN,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,4,3,0,1,42,1443,0,0,0,0,1,44,0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1531,1.0
2023,3722,2,CENTRO EDUC.INTEGRAL SAGRADA FAMILIA,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,3723,0,COLEGIO DARIO SALAS,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,3,2,0,1,69,2607,1,11,2,88,1,44,0,0,0,0,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,75,2838,1.0
2023,3724,9,COLEGIO SAN VICENTE DE PAUL,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,3,2,0,1,55,2142,0,0,4,175,1,44,2,60,0,0,0,0,0,0,1,44,0,0,1,44,0,0,0,0,0,0,0,0,64,2509,1.0
2023,3725,7,ESCUELA ESPECIAL DIFERENCIAL AVANZANDO JUNTOS,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,3,2,0,1,8,282,0,0,0,0,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,319,1.0
2023,3726,5,COLEGIO CRISTIANO HOREB,16,NUBLE,161,16103,CHILLÁN VIEJO,81,ÑUBLE,3,2,0,1,19,667,1,40,0,0,1,44,1,21,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,814,1.0
2023,3727,3,ESCUELA BASICA DIFERENCIAL EL ROBLE,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,3,2,0,1,1,31,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,75,0.0
2023,3728,1,COLEGIO SAN BUENAVENTURA,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,3,2,0,1,35,1182,3,120,1,10,1,44,6,199,0,0,1,44,1,44,1,35,0,0,0,0,0,0,0,0,0,0,0,0,49,1678,1.0
2023,3730,3,COLEGIO SAGRADO CORAZÓN DE JESÚS,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,3,2,0,1,33,1121,0,0,0,0,1,40,2,46,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1251,1.0
2023,3731,1,COLEGIO SAN VALENTIN,16,NUBLE,161,16103,CHILLÁN VIEJO,81,ÑUBLE,3,2,0,1,14,490,2,88,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,666,1.0
2023,3733,8,COLEGIO GABRIELA MISTRAL,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,3,2,0,1,26,917,0,0,1,30,1,30,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1021,1.0
2023,3734,6,COLEGIO COMEWEALTH SCHOOL,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,3735,4,COLEGIO CHILLAN,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,3,2,0,1,57,2144,2,88,0,0,1,44,1,44,0,0,2,88,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,65,2496,1.0
2023,3736,2,COLEGIO CONCEPCION DE CHILLAN,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,3737,0,INSTITUTO EDUCACION RURAL NUBLE,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,3738,9,LICEO TÉCNICO PROFESIONAL SAN RAFAEL DE CHILLÁN,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023,3739,7,LICEO AGRÍCOLA DE CHILLÁN A-8,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,5,4,0,1,21,492,0,0,0,0,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,580,1.0
2023,3740,0,ESCUELA GENERAL DOMINGO URRUTIA,16,NUBLE,163,16301,SAN CARLOS,81,ÑUBLE,2,1,0,1,27,984,1,44,0,0,1,44,0,0,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1160,1.0
2023,3741,9,CENTRO EDUCACIÓN INTEGRAL ADULTOS CLAUDIO MATTE PÉREZ,16,NUBLE,163,16301,SAN CARLOS,81,ÑUBLE,2,1,0,1,21,380,0,0,0,0,1,30,0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,454,1.0
2023,3742,7,LICEO POLITECNICO CAP. IGNACIO CARRERA P,16,NUBLE,163,16301,SAN CARLOS,81,ÑUBLE,2,1,0,1,85,3282,7,283,2,88,1,44,0,0,2,57,0,0,0,0,1,44,0,0,1,34,0,0,0,0,0,0,0,0,99,3832,1.0
2023,3743,5,LICEO BICENTENARIO DE EXCELENCIA DIEGO PORTALES PALAZUELOS,16,NUBLE,163,16301,SAN CARLOS,81,ÑUBLE,2,1,0,1,61,2341,2,88,0,0,1,44,0,0,1,8,2,88,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,69,2657,1.0
2023,3744,3,ESCUELA GENERAL JOSÉ MIGUEL CARRERA VERDUGO,16,NUBLE,163,16301,SAN CARLOS,81,ÑUBLE,2,1,0,1,26,991,0,0,0,0,1,44,0,0,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1123,1.0
